microsample	section	type	batch	cryosection	buffer	Xcoord	Ycoord	size	collection_method	collection	collection_attempts	cycles	animal	protocol	fastp_total_before_filtering.total_reads	fastp_total_after_filtering.total_reads	fastp_total_low_quality_reads	fastp_total_adapter_trimmed_reads	fastp_total_total_polyx_trimmed_reads	fastp_total_polyx_trimmed_reads.A	fastp_total_polyx_trimmed_reads.T	fastp_total_polyx_trimmed_reads.C	fastp_total_polyx_trimmed_reads.G	fastp_total_before_filtering.total_bases	fastp_total_after_filtering.total_bases	fastp_total_adapter_trimmed_bases	fastp_total_total_polyx_trimmed_bases	fastp_total_polyx_trimmed_bases.A	fastp_total_polyx_trimmed_bases.T	fastp_total_polyx_trimmed_bases.C	fastp_total_polyx_trimmed_bases.G	fastp_avg_before_filtering.gc_content	fastp_avg_after_filtering.gc_content	fastp_avg_duplication.rate	raw_sequences_chicken	raw_sequences_human	raw_sequences_pig	reads_mapped_chicken	reads_mapped_human	reads_mapped_pig	reads_unmapped_chicken	reads_unmapped_human	reads_unmapped_pig	raw_sequences_bacteria	reads_mapped_bacteria	reads_unmapped_bacteria	mapbac_counts_unfilt	mapbac_counts_filt	genome_count_filtering30
M300652	Caecum right	Positive	MSEB0009	G121eI102A	B12	14050.46	17001.916	5000	Plate96_Covaris_520272	Success	1	15	G121e	ULV2_Full	55954228	46101282	870128	12008988	94303	35690	37989	11449	9175	8393134200	6845054701	697129394	1514171	342856	460752	343642	366921	0.542808	0.5012260000000001	0.17825645	46101282	46096422	46083206	2527	12912	621	46098755	46083510	46082585	46082016	38242841	7839175	38242841	35714704	retained
M300653	Caecum right	Positive	MSEB0009	G121eI102A	B12	15132.646	18629.716	5000	Plate96_Covaris_520272	Success	1	15	G121e	ULV2_Full	2095770	263302	54966	1810159	5080	1955	2438	102	585	314365500	38475700	126545263	78790	17447	41727	5123	14493	0.7234555	0.518527	0.28658095	263302	263160	246272	123	16793	38	263179	246367	246234	246232	128168	118064	128168	0	excluded
M300654	Caecum right	Positive	MSEB0009	G121eI102A	B12	14807.47	19475.984	5000	Plate96_Covaris_520272	Success	1	15	G121e	ULV2_Full	46043684	39833374	846198	8252473	73313	25383	31320	8925	7685	6906552600	5910168373	429546133	1130497	247155	360355	216937	306050	0.5455414999999999	0.5057345	0.16350875	39833374	39793886	39693932	37312	98811	547	39796062	39695075	39693385	39692928	32736598	6956330	32736598	30135435	retained
M300655	Caecum right	Positive	MSEB0009	G121eI102A	B12	12921.636	17630.904	5000	Plate96_Covaris_520272	NA	0	15	G121e	ULV2_Full	3081280	150796	139012	2862594	8617	4600	2530	143	1344	462192000	21256224	201308064	141506	40073	58404	7557	35472	0.7507284999999999	0.5773809999999999	0.2724346	150796	150606	129412	169	21043	55	150627	129563	129357	129354	2389	126965	2389	0	excluded
M300656	Caecum right	Positive	MSEB0009	G121eI102A	B12	15095.242	18655.456	5000	Plate96_Covaris_520272	Success	1	15	G121e	ULV2_Full	2437718	1861192	53070	711453	4506	1889	1734	472	411	365657700	275151882	41911112	65145	17669	22101	13215	12160	0.567509	0.5169600000000001	0.314855	1861192	1860192	1836334	943	23699	284	1860249	1836493	1836050	1836038	1460759	375279	1460759	527772	retained
M300657	Caecum right	Positive	MSEB0009	G121eI102A	B12	15154.326	19081.924	5000	Plate96_Covaris_520272	NA	0	15	G121e	ULV2_Full	18083628	12393206	459246	6976489	43133	20367	16958	2387	3421	2712544200	1817704202	412298402	585522	186039	211542	78543	109398	0.5639265	0.4811875	0.30544	12393206	12391294	12355146	1385	35791	273	12391821	12355503	12354873	12354754	9942756	2411998	9942756	8368851	retained
M300658	Caecum right	Positive	MSEB0009	G121eI102A	B12	9192.814	19234.392	5000	Plate96_Covaris_520272	Success	1	15	G121e	ULV2_Full	44361260	40554510	559290	8427786	69149	26418	28761	8797	5173	6654189000	5963187236	344077500	932145	256161	307763	224317	143904	0.5299240000000001	0.5113725	0.23795495	40554510	40550944	40461642	2715	88347	355	40551795	40462597	40461287	40461064	33598864	6862200	33598864	31179206	retained
M300659	Caecum right	Positive	MSEB0009	G121eI102A	B12	12511.076	19365.328	5000	Plate96_Covaris_520272	Success	1	15	G121e	ULV2_Full	82444742	78162118	1188212	12806871	137020	54367	56398	16430	9825	12366711300	11498678769	424519654	1862010	530760	587617	415226	328407	0.5134544999999999	0.5029255	0.1394464	78162118	78157072	77910166	2880	244527	619	78159238	77912545	77909547	77909014	64624407	13284607	64624407	61092234	retained
M300660	Caecum right	Positive	MSEB0009	G121eI102A	B12	11930.67	19818.576	5000	Plate96_Covaris_520272	Success	1	15	G121e	ULV2_Full	1426996	414036	23450	1104183	3242	913	1760	211	358	214049400	58926176	73354911	51707	9656	26872	6231	8948	0.7028855	0.5867964999999999	0.24809495	414036	413170	326214	822	86156	277	413214	327014	325937	325930	10130	315800	10130	0	excluded
M300661	Caecum right	Positive	MSEB0009	G121eI102A	B12	11699.514	20259.004	5000	Plate96_Covaris_520272	Success	1	15	G121e	ULV2_Full	49054744	47274484	677046	5973589	80761	31762	32121	10646	6232	7358211600	6983015922	172877425	1145182	308970	325898	291862	218452	0.5106075	0.5038009999999999	0.2001079	47274484	47269996	47196344	2860	72729	664	47271624	47197267	47195680	47195314	38518051	8677263	38518051	35874267	retained
M300662	Caecum right	Positive	MSEB0009	G121eI102A	B12	13804.91	20094.724	5000	Plate96_Covaris_520272	Success	1	15	G121e	ULV2_Full	61759364	57698910	770508	9555735	116614	43333	45396	17453	10432	9263904600	8513143025	364036049	1704785	456846	510148	468430	269361	0.531487	0.5192935000000001	0.2114453	57698910	51323244	51184134	6327432	131424	722	51371478	51191820	51183412	51183010	42709396	8473614	42709396	40167702	retained
M300663	Caecum right	NegativeCollection	MSEB0009	G121eI102Z	B12	NA	NA	NA	Plate96_Covaris_520272	NA	0	15	G121e	ULV2_Full	4536478	2000582	275330	2814171	10519	4557	3136	1155	1671	680471700	286781626	181212992	175647	42877	61861	25298	45611	0.695654	0.623652	0.21837225000000002	2000582	1995518	1803168	4878	188667	789	1995704	1806851	1802379	1802308	6230	1796078	6230	0	excluded
M300664	Caecum right	Positive	MSEB0009	G121eI102A	B12	12513.988	21896.24	5000	Plate96_Covaris_520272	Success	1	15	G121e	ULV2_Full	36915784	28929498	712740	14868288	185761	81182	75628	17468	11483	5537367600	4133501666	697158614	2610563	969336	957991	436015	247221	0.5579324999999999	0.5033115	0.23581415	28929498	28813956	20564636	94552	8086218	4572	28834946	20727738	20560064	20558700	2349430	18209270	2349430	1772257	retained
M300665	Caecum right	Positive	MSEB0009	G121eI102A	B12	9669.578	19330.824	5000	Plate96_Covaris_520272	Success	1	15	G121e	ULV2_Full	5290016	1454432	337358	3728625	17338	9611	5232	614	1881	793502400	214028266	259784735	255074	85684	93023	20191	56176	0.6724870000000001	0.4571805	0.2411804	1454432	1450320	1404718	3446	43392	191	1450986	1406928	1404527	1404484	955622	448862	955622	537489	retained
M300666	Caecum right	Positive	MSEB0009	G121eI102A	B12	10924.656	21602.492	5000	Lid8_Covaris_500639	Fail	3	15	G121e	ULV2_Full	63324914	58903084	979436	6298089	101522	36974	40471	15131	8946	9498737100	8776341350	283106551	1577735	360020	433992	433639	350084	0.5231005	0.5096974999999999	0.13813505	58903084	58862898	58860816	37288	1893	617	58865796	58861005	58860199	58859588	48930195	9929393	48930195	46290988	retained
M300667	Caecum right	NegativeCollection	MSEB0009	G121eI102Z	B12	NA	NA	NA	Lid8_Covaris_500639	NA	0	15	G121e	ULV2_Full	6055878	574510	237670	5373072	20174	11795	6415	361	1603	908381700	83892351	376484620	267292	103497	109175	13020	41600	0.745249	0.5747405000000001	0.31759865	574510	574070	525318	384	43425	64	574126	530645	525254	525248	1750	523498	1750	0	excluded
M300668	Caecum right	Positive	MSEB0009	G121eI102A	B12	14208.788	22187.84	5000	Lid8_Covaris_500639	Fail	3	15	G121e	ULV2_Full	61338584	41535730	1069440	21282425	107151	40750	44759	10661	10981	9200787600	6176985282	1371907585	1684742	382217	619803	298742	383980	0.582721	0.5063420000000001	0.15707359999999998	41535730	41527254	41512554	6535	14172	463	41529195	41513082	41512091	41511650	34592622	6919028	34592622	32498258	retained
M300669	Caecum right	Positive	MSEB0009	G121eI102A	B12	13658.99	21278.184	5000	Lid8_Covaris_500639	Success	1	15	G121e	ULV2_Full	54514270	43504218	954538	12683522	106790	32336	50941	9957	13556	8177140500	6462308727	737331601	1599110	311721	593966	274255	419168	0.5539000000000001	0.504005	0.19278974999999998	43504218	43500182	43495452	2091	4548	508	43502127	43495634	43494944	43494442	36235520	7258922	36235520	33937589	retained
M300670	Caecum right	Positive	MSEB0009	G121eI102A	B12	15752.91	20908.008	5000	Lid8_Covaris_500639	Fail	3	15	G121e	ULV2_Full	45407100	38740692	673666	9220595	74487	25691	29524	11656	7616	6811065000	5741444094	480174395	1204588	249282	347974	344699	262633	0.549069	0.5176689999999999	0.280634	38740692	38630826	38614430	107334	16150	757	38633358	38614676	38613673	38613276	31514980	7098296	31514980	28847987	retained
M300671	Caecum right	Positive	MSEB0009	G121eI102A	B12	13086.41	21703.248	5000	Lid8_Covaris_500639	Fail	3	15	G121e	ULV2_Full	45531580	43881160	609702	3097768	70627	28193	28895	8151	5388	6829737000	6540893287	106574257	949258	273604	291763	204620	179271	0.5132605	0.507242	0.19396359999999999	43881160	43805346	43801370	74104	3723	251	43807056	43801623	43801119	43800872	36475447	7325425	36475447	34191318	retained
M300672	Caecum right	Positive	MSEB0009	G121eI102A	B12	13311.294	20916.06	5000	Lid8_Covaris_500639	Success	3	15	G121e	ULV2_Full	54409810	51103046	796058	5945991	87936	31562	32596	15895	7883	8161471500	7593077510	236045738	1450400	306413	351403	484591	307993	0.526559	0.514914	0.260642	51103046	51098488	51087894	2367	10383	560	51100679	51088105	51087334	51086840	42801281	8285559	42801281	39869878	retained
M300673	Caecum right	Positive	MSEB0009	G121eI102A	B12	14520.766	22307.328	5000	Lid8_Covaris_500639	Success	1	15	G121e	ULV2_Full	42141018	39517054	705328	4561675	65353	23834	25382	9829	6308	6321152700	5869688238	180332252	1009226	231604	267562	259730	250330	0.5215194999999999	0.5105065	0.2311899	39517054	39513176	39506306	2138	6726	425	39514916	39506450	39505881	39505480	32978377	6527103	32978377	30653389	retained
M300674	Caecum right	Positive	MSEB0009	G121eI102A	B12	12054.27	23154.78	5000	Lid8_Covaris_500639	Fail	3	15	G121e	ULV2_Full	51504182	49348322	601872	5103657	78992	30398	31251	11103	6240	7725627300	7330734042	171211296	1093552	297241	325060	279321	191930	0.522595	0.5149429999999999	0.12220824999999999	49348322	48897146	48867646	445433	29115	438	48902889	48868031	48867208	48866896	40787584	8079312	40787584	38399261	retained
M300675	Caecum right	Positive	MSEB0009	G121eI102A	B12	13501.846	20960.876	5000	Lid8_Covaris_500639	Success	1	15	G121e	ULV2_Full	69202904	65358186	1021992	6939149	111438	41389	43114	18187	8748	10380435600	9720021622	263779711	1733541	402412	454070	566451	310608	0.51908	0.5085675000000001	0.16622009999999998	65358186	65351410	65341740	4367	9395	613	65353819	65342015	65341127	65340548	54086951	11253597	54086951	51033624	retained
M300676	Caecum right	Positive	MSEB0009	G121eI102A	B12	14952.726	23717.404	5000	Lid8_Covaris_500639	Success	1	15	G121e	ULV2_Full	58185716	26304374	1242756	33057431	114098	32697	57650	7974	15777	8727857400	3882217982	2199277248	1905145	320104	882112	251313	451616	0.6345415	0.4940455	0.27575150000000004	26304374	25179748	25156816	1114129	21549	1538	25190245	25158199	25155278	25154468	19632559	5521909	19632559	18202537	retained
M300677	Caecum right	Positive	MSEB0009	G121eI102A	B12	12773.38	21535.84	5000	Lid8_Covaris_500639	Success	1	15	G121e	ULV2_Full	28518462	2041644	434390	26280970	48549	4793	32357	1033	10366	4277769300	291264821	1827572523	957823	44589	567621	52618	292995	0.7355400000000001	0.507495	0.24883285	2041644	2041242	2040538	298	679	33	2041346	2040563	2040505	2040480	1693984	346496	1693984	1330667	retained
M300678	Caecum right	Positive	MSEB0009	G121eI102A	B12	12504.528	21793.468	5000	Lid8_Covaris_500639	Success	1	15	G121e	ULV2_Full	92309034	60490234	1429554	34311957	196343	40726	115869	15892	23856	13846355100	8964162242	2206780760	3121558	392799	1440376	433079	855304	0.5983795000000001	0.5160294999999999	0.19445285	60490234	60483046	60475316	3778	7475	817	60486456	60475571	60474499	60473720	51061307	9412413	51061307	48363378	retained
M300679	Caecum right	Positive	MSEB0009	G121eI102A	B12	12589.016	20536.832	5000	Lid8_Covaris_500639	Success	1	15	G121e	ULV2_Full	46436914	42146630	781530	6263743	71290	26182	28522	9420	7166	6965537100	6263371788	298486383	1006323	251797	309063	219662	225801	0.5386405	0.5191840000000001	0.1314726	42146630	42093588	42088216	51270	5228	310	42095360	42088360	42087906	42087606	35032809	7054797	35032809	32912713	retained
M300680	Caecum right	Positive	MSEB0009	G121eI102A	B12	13215.834	22405.848	5000	Lid8_Covaris_500639	Success	1	15	G121e	ULV2_Full	59197000	44482290	957466	17087584	91723	32895	38724	10076	10028	8879550000	6596872281	1026265824	1360868	312482	489086	258200	301100	0.5769975	0.5178404999999999	0.15567215	44482290	44470160	44463722	10600	6276	322	44471690	44463884	44463400	44463098	37139695	7323403	37139695	35080750	retained
M300681	Caecum right	NegativeCollection	MSEB0009	G121eI102Z	B12	NA	NA	NA	Lid8_Covaris_500639	NA	0	15	G121e	ULV2_Full	2423634	1934862	49952	821063	6333	2401	1825	1256	851	363545100	280838752	40112948	103222	26944	24993	33739	17546	0.6121435	0.5819675	0.296078	1934862	1495506	1376042	433876	117834	242	1500986	1377672	1375800	1375782	218483	1157299	218483	79189	retained
M300682	Caecum right	Positive	MSEB0009	G121eI102A	B12	14464.852	18168.78	5000	Lid8_Covaris_500639	Fail	3	15	G121e	ULV2_Half	6681556	1448040	153888	5270611	13544	4437	6201	678	2228	1002233400	212023470	351769769	224797	40363	104808	24611	55015	0.709176	0.5332525	0.352473	1448040	1447240	1417624	709	29437	92	1447331	1417803	1417532	1417508	1100872	316636	1100872	411184	retained
M300683	Caecum right	Positive	MSEB0009	G121eI102A	B12	15660.538	17029.204	5000	Lid8_Covaris_500639	Success	1	15	G121e	ULV2_Half	43111852	41866974	632094	4185244	76118	28869	29258	11366	6625	6466777800	6204663414	104027057	1199879	280750	297235	323769	298125	0.508715	0.504218	0.20994655	41866974	41861918	41858394	2663	3335	669	41864311	41858583	41857725	41857062	34939094	6917968	34939094	32439471	retained
M300684	Caecum right	Positive	MSEB0009	G121eI102A	B12	13001.74	18200.656	5000	Lid8_Covaris_500639	Success	3	15	G121e	ULV2_Half	46239638	44888600	722730	4799771	77565	28615	27679	13958	7313	6935945700	6645669370	117856586	1260846	278919	283576	419427	278924	0.5163935	0.5124175	0.2207465	44888600	44884096	44875468	2378	8377	507	44886222	44875719	44874961	44874486	37211185	7663301	37211185	34602793	retained
M300685	Caecum right	NegativeCollection	MSEB0009	G121eI102Z	B12	NA	NA	NA	Lid8_Covaris_500639	NA	0	15	G121e	ULV2_Half	55912892	53525654	944194	11422999	506313	276946	155466	53339	20562	8386933800	7816043557	300732773	7486631	3771266	2166733	1175561	373071	0.5353135	0.52977	0.12448945	53525654	53451000	14173594	61962	38311350	871	53463692	15139650	14172723	14172370	68668	14103702	68668	0	excluded
M300686	Caecum right	Positive	MSEB0009	G121eI102A	B12	14173.26	17741.148	5000	Lid8_Covaris_500639	Success	1	15	G121e	ULV2_Half	1708878	1617538	24916	385110	2736	1029	782	637	288	256331700	235740366	11237290	45457	12074	10361	15124	7898	0.6016035	0.5970635	0.32849	1617538	1615254	1464772	2156	148539	453	1615382	1466715	1464319	1464310	140223	1324087	140223	0	excluded
M300687	Caecum right	Positive	MSEB0009	G121eI102A	B12	14317.052	18439.384	5000	Lid8_Covaris_500639	Success	1	15	G121e	ULV2_Half	47124410	45579866	786158	4003749	73513	27414	28140	10713	7246	7068661500	6772632825	103666547	1096841	266176	285028	270599	275038	0.519999	0.515442	0.17458035	45579866	45432008	45419784	144503	11974	516	45435363	45420034	45419268	45418804	37788156	7630648	37788156	35567131	retained
M300688	Caecum right	Positive	MSEB0009	G121eI102A	B12	14710.394	18826.568	5000	Lid8_Covaris_500639	Fail	3	15	G121e	ULV2_Half	49889164	48275356	819804	4509074	78519	28733	29226	13177	7383	7483374600	7168394603	114172827	1259274	279834	298202	380330	300908	0.51981	0.5153745000000001	0.19955685	48275356	48268570	48257704	4552	10605	591	48270804	48257965	48257113	48256590	40289855	7966735	40289855	37602189	retained
M300689	Caecum right	Positive	MSEB0009	G121eI102A	B12	14280.268	17123.5	5000	Lid8_Covaris_500639	Success	1	15	G121e	ULV2_Half	39696258	38336704	650632	3617634	61050	23574	23716	8175	5585	5954438700	5690666249	99688624	864037	228735	240043	195615	199644	0.5170870000000001	0.5123260000000001	0.19967915	38336704	38333636	38320700	1615	12684	356	38335089	38320952	38320344	38320018	31891657	6428361	31891657	29561626	retained
M300690	Caecum right	Positive	MSEB0009	G121eI102A	B12	9132.332	19004.864	5000	Lid8_Covaris_500639	Success	1	15	G121e	ULV2_Half	40614850	38945818	704974	3907813	76250	28082	28667	12226	7275	6092227500	5775454387	117553466	1315957	274052	298961	392875	350069	0.506065	0.499373	0.2051733	38945818	38877026	38820150	65359	56303	733	38880459	38820723	38819417	38818768	32134586	6684182	32134586	30022043	retained
M300691	Caecum right	Positive	MSEB0009	G121eI102A	B12	9914.94	18812.936	5000	Lid8_Covaris_500639	Fail	3	15	G121e	ULV2_Half	75777878	73866784	931678	9446927	122346	46645	46106	19235	10360	11366681700	10904307079	224893208	1870367	453561	468285	564597	383924	0.51537	0.5114905000000001	0.14730205	73866784	73860692	73852636	3280	7746	740	73863504	73852946	73851896	73851164	61338315	12512849	61338315	58045124	retained
M300692	Caecum right	Positive	MSEB0009	G121eI102A	B12	12814.906	20311.484	5000	Lid8_Covaris_500639	Success	2	15	G121e	ULV2_Half	62707874	60320700	925634	8824046	107028	39858	40400	17344	9426	9406181100	8886125842	246831775	1687236	387774	414665	524418	360379	0.5157165	0.5090135	0.221198	60320700	60300044	60284028	18087	15733	698	60302613	60284311	60283330	60282692	49955883	10326809	49955883	46936296	retained
M300693	Caecum right	NegativeCollection	MSEB0009	G121eI102Z	B12	NA	NA	NA	Lid8_Covaris_500639	NA	0	15	G121e	ULV2_Half	542854	445374	9656	234463	1153	343	419	178	213	81428100	62976839	9846456	17597	4199	5398	4559	3441	0.637772	0.6148994999999999	0.25825750000000003	445374	444872	394022	475	50447	93	444899	394425	393929	393928	1360	392568	1360	0	excluded
M300694	Caecum right	Positive	MSEB0009	G121eI102A	B12	12365.162	19024.052	5000	Lid8_Covaris_500639	Success	1	15	G121e	ULV2_Half	16299960	15769812	282762	1772680	26430	9741	9729	4256	2704	2444994000	2333442730	43896224	433877	95026	97530	129307	112014	0.5176505	0.51352	0.1092195	15769812	15768020	15761850	989	6048	238	15768823	15761972	15761612	15761420	13124298	2637122	13124298	12045492	retained
M300695	Caecum right	Positive	MSEB0009	G121eI102A	B12	13549.8	18825.928	5000	Lid8_Covaris_500639	Success	2	15	G121e	ULV2_Half	64256154	61913690	1220152	6880731	103935	37394	38547	16948	11046	9638423100	9163243248	180105928	1710092	364309	398790	491773	455220	0.5205685	0.5160155	0.2553855	61913690	61906384	61894634	3827	11454	822	61909863	61894930	61893812	61893000	51644593	10248407	51644593	48271319	retained
M300696	Caecum right	Positive	MSEB0009	G121eI102A	B12	12894.764	18832.324	5000	Lid8_Covaris_500639	Success	1	15	G121e	ULV2_Half	39178952	38307238	502436	3782316	58853	23000	23215	8114	4524	5876842800	5680319325	84771044	809366	222456	231735	205038	150137	0.514885	0.512077	0.13179554999999998	38307238	38304574	38295352	1634	9043	249	38305604	38295531	38295103	38294886	32066549	6228337	32066549	30019217	retained
M300697	Caecum right	Positive	MSEB0009	G121eI102A	B12	13465.594	19185	5000	Lid8_Covaris_500639	Success	1	15	G121e	ULV2_Half	25197460	24605800	305394	2843870	41296	16052	15539	6543	3162	3779619000	3638141555	67692316	613298	157025	156695	184989	114589	0.5151125	0.5118240000000001	0.19315845	24605800	24603868	24597594	1070	6152	231	24604730	24597716	24597363	24597156	20358321	4238835	20358321	18757445	retained
M300698	Ileum	Positive	MSEB0009	G121eD102B	B02	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	15	G121e	ULV2_Full	113369844	108695180	2838432	14207941	795826	338521	332507	73025	51773	17005476600	15915144972	485637684	11458058	4128712	4182445	2076693	1070208	0.4332275	0.425915	0.037138500000000005	108695180	8711342	8690588	99161456	16462	2930	9533724	8694880	8687658	8686036	5067316	3618720	5067316	4903648	retained
M300699	Ileum	Positive	MSEB0009	G121eD102C	B02	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	15	G121e	ULV2_Full	181547320	174103538	4398872	29254077	1253349	529053	524181	117912	82203	27232098000	25294582865	983847250	17794163	6394226	6527739	3129682	1742516	0.432437	0.42475799999999997	0.03977285	174103538	15865790	15839726	157039376	20259	4652	17064162	15845531	15835074	15832662	9846028	5986634	9846028	9534426	retained
M300700	Ileum	Positive	MSEB0009	G121eD103A	B12	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	15	G121e	ULV2_Full	150316378	143328690	4221346	21572534	942579	375337	371236	114157	81849	22547456700	20928634295	719951560	14127390	4568222	4646313	3325381	1587474	0.45045650000000004	0.442794	0.03999255	143328690	15280838	15257624	126819037	16840	4639	16509653	15263998	15252985	15250494	9022534	6227960	9022534	8580034	retained
